age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,Result
30,blue-collar,married,secondary,no,501,yes,yes,unknown,514,unknown,no
56,housemaid,divorced,primary,yes,1238,no,no,unknown,1558,unknown,yes
49,unknown,married,unknown,no,301,no,no,cellular,789,unknown,no
73,retired,married,primary,no,1388,no,no,cellular,146,success,no
39,technician,single,secondary,no,102,yes,no,cellular,272,unknown,no
57,technician,divorced,primary,no,13,yes,no,cellular,323,failure,no
32,self-employed,married,secondary,no,413,yes,no,cellular,712,unknown,no
32,technician,single,tertiary,no,4665,yes,no,unknown,860,unknown,yes
45,admin.,married,secondary,no,638,yes,no,cellular,75,unknown,no
32,blue-collar,married,secondary,no,101,yes,no,unknown,191,unknown,no
31,management,married,tertiary,no,1224,yes,yes,cellular,1441,unknown,yes
49,self-employed,married,secondary,no,1103,no,no,cellular,428,unknown,no
29,services,married,secondary,no,3748,no,no,cellular,322,unknown,no
55,technician,married,secondary,no,955,yes,no,cellular,104,unknown,no
30,admin.,married,secondary,no,518,yes,no,cellular,127,unknown,no
45,services,single,primary,no,1893,yes,no,unknown,1259,unknown,yes
39,technician,married,tertiary,no,14,no,no,cellular,114,unknown,no
36,admin.,married,secondary,no,-423,yes,yes,unknown,106,unknown,no
33,management,married,tertiary,no,3696,no,no,cellular,305,failure,no
36,management,married,tertiary,no,2987,yes,no,cellular,307,unknown,yes
31,technician,single,secondary,no,433,no,no,cellular,1504,unknown,no
36,technician,married,unknown,no,756,no,no,cellular,396,unknown,no
38,technician,single,tertiary,no,0,yes,no,cellular,71,unknown,no
33,unknown,married,secondary,no,2727,no,no,cellular,205,unknown,no
40,technician,married,secondary,no,93,yes,no,unknown,134,unknown,no
31,blue-collar,married,secondary,no,1766,no,yes,cellular,166,unknown,yes
39,services,married,secondary,no,124,yes,no,cellular,81,unknown,no
33,admin.,married,tertiary,no,69,no,yes,cellular,77,unknown,no
53,services,divorced,secondary,no,0,no,no,cellular,80,unknown,yes
38,management,married,tertiary,no,0,yes,no,cellular,537,failure,no
59,technician,married,secondary,no,259,no,no,cellular,415,success,yes
55,blue-collar,married,primary,no,4103,no,no,cellular,291,unknown,no
38,technician,single,tertiary,no,744,yes,no,cellular,283,other,no
48,services,married,secondary,no,116,yes,no,telephone,70,unknown,no
53,blue-collar,married,secondary,no,70,yes,no,unknown,611,unknown,no
44,admin.,divorced,secondary,no,432,no,no,cellular,132,unknown,no
57,management,married,tertiary,no,1172,no,no,unknown,26,unknown,no
29,blue-collar,single,secondary,no,9,yes,no,cellular,262,unknown,no
31,services,married,secondary,no,428,yes,no,unknown,272,unknown,no
35,technician,single,tertiary,no,7546,yes,no,cellular,137,failure,no
31,blue-collar,married,primary,no,620,no,no,cellular,95,unknown,no
35,self-employed,married,tertiary,no,8647,no,no,cellular,140,unknown,no
40,management,single,secondary,no,192,yes,no,unknown,71,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,502,failure,no
43,technician,single,tertiary,no,27733,yes,no,unknown,164,unknown,no
44,entrepreneur,married,primary,no,276,yes,yes,unknown,219,unknown,no
29,technician,single,secondary,no,113,no,no,cellular,328,success,yes
40,technician,married,secondary,no,782,yes,no,unknown,224,unknown,no
33,entrepreneur,married,primary,no,82,yes,no,cellular,63,unknown,no
46,management,married,tertiary,no,1008,no,no,cellular,24,unknown,no
27,unknown,single,tertiary,no,6421,no,no,telephone,147,unknown,no
26,admin.,single,secondary,no,443,no,no,cellular,84,unknown,no
41,technician,married,secondary,no,351,yes,no,cellular,175,unknown,no
34,technician,married,tertiary,no,5060,yes,no,cellular,12,unknown,no
39,technician,single,tertiary,no,-41,no,yes,cellular,40,unknown,no
27,services,single,secondary,no,-124,no,no,cellular,217,unknown,no
31,blue-collar,married,secondary,no,79,yes,yes,cellular,235,unknown,no
44,unemployed,single,secondary,no,3945,no,no,cellular,255,unknown,no
55,retired,married,tertiary,no,197,no,yes,cellular,256,unknown,no
51,blue-collar,divorced,primary,no,837,no,no,telephone,41,unknown,no
50,management,married,tertiary,no,-94,no,yes,unknown,75,unknown,no
30,services,married,secondary,no,1743,yes,no,cellular,192,unknown,no
46,technician,married,secondary,no,57,no,no,unknown,796,unknown,yes
49,admin.,married,secondary,no,635,no,no,cellular,220,unknown,no
56,retired,married,secondary,no,-113,yes,yes,cellular,614,unknown,no
47,admin.,divorced,secondary,no,225,no,no,cellular,1126,unknown,yes
30,admin.,married,secondary,no,124,no,no,telephone,161,unknown,no
36,entrepreneur,single,secondary,no,475,no,no,cellular,141,unknown,no
40,management,married,tertiary,no,-7,no,yes,telephone,697,unknown,no
37,technician,single,secondary,yes,375,no,no,unknown,223,unknown,no
42,admin.,divorced,secondary,no,936,no,no,cellular,931,unknown,yes
45,technician,married,secondary,no,1415,yes,no,cellular,483,failure,no
34,unemployed,single,secondary,no,0,no,no,cellular,63,unknown,no
27,admin.,single,secondary,no,3638,no,no,cellular,271,unknown,no
30,blue-collar,married,secondary,no,-99,yes,no,cellular,144,unknown,no
32,technician,married,secondary,no,167,yes,yes,cellular,79,unknown,no
46,housemaid,married,primary,no,19,yes,no,telephone,171,unknown,no
29,self-employed,married,tertiary,no,242,yes,no,cellular,73,unknown,no
53,unknown,married,unknown,no,13,no,no,telephone,69,unknown,no
32,technician,married,secondary,no,286,no,no,cellular,60,failure,no
49,unemployed,married,secondary,no,769,yes,no,unknown,257,unknown,no
35,management,married,tertiary,no,93,no,no,cellular,198,other,no
38,blue-collar,married,secondary,no,1663,yes,no,cellular,217,failure,no
39,entrepreneur,married,primary,no,238,yes,yes,cellular,134,unknown,no
34,technician,single,secondary,no,2178,yes,no,cellular,41,unknown,no
42,blue-collar,married,primary,no,792,yes,yes,cellular,611,other,no
35,blue-collar,single,unknown,no,871,yes,no,unknown,216,unknown,no
60,admin.,married,secondary,no,1025,no,no,cellular,388,unknown,no
57,technician,divorced,secondary,no,63,yes,no,unknown,242,unknown,no
31,blue-collar,single,secondary,no,16,no,no,cellular,387,unknown,no
29,management,single,secondary,no,417,no,no,cellular,90,unknown,no
41,services,married,secondary,no,3992,yes,no,telephone,281,unknown,no
46,blue-collar,married,primary,no,2749,yes,no,cellular,332,unknown,no
33,technician,married,secondary,no,133,no,no,cellular,218,unknown,yes
32,blue-collar,single,secondary,no,1721,yes,no,unknown,650,unknown,no
54,management,divorced,tertiary,no,2171,yes,yes,telephone,1034,unknown,yes
37,services,married,secondary,no,4760,yes,no,cellular,182,failure,no
32,technician,single,secondary,no,2979,no,no,cellular,156,unknown,no
43,management,married,tertiary,no,690,yes,no,cellular,171,unknown,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,265,other,no
34,blue-collar,married,secondary,no,322,yes,no,cellular,10,unknown,no
31,admin.,divorced,secondary,no,1210,no,no,cellular,350,unknown,no
43,self-employed,married,secondary,no,634,yes,no,cellular,65,failure,no
49,entrepreneur,married,secondary,no,273,no,no,cellular,58,unknown,no
22,student,single,unknown,no,47,no,no,cellular,69,unknown,no
35,management,married,tertiary,no,1100,no,yes,cellular,127,unknown,no
56,admin.,married,secondary,no,0,yes,no,telephone,154,unknown,no
53,blue-collar,married,secondary,no,0,no,no,telephone,36,unknown,no
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,85,failure,no
32,services,single,unknown,no,6145,yes,no,cellular,362,failure,no
41,self-employed,married,secondary,no,28,yes,no,cellular,49,unknown,no
40,blue-collar,married,secondary,no,1012,yes,no,cellular,410,unknown,no
33,blue-collar,married,primary,no,245,yes,yes,cellular,253,unknown,no
33,management,single,tertiary,no,1998,no,no,cellular,570,unknown,no
34,blue-collar,married,secondary,no,3990,yes,no,cellular,633,unknown,no
36,services,married,secondary,no,1328,yes,no,unknown,82,unknown,no
34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,164,unknown,no
55,management,married,primary,no,229,no,yes,unknown,175,unknown,no
28,student,single,tertiary,no,1562,no,no,cellular,659,unknown,yes
29,admin.,single,secondary,no,3432,yes,no,cellular,139,unknown,no
31,admin.,single,secondary,no,144,yes,no,unknown,43,unknown,no
52,management,married,tertiary,no,1339,yes,no,cellular,343,unknown,no
54,services,married,unknown,no,386,no,yes,cellular,74,success,no
43,blue-collar,married,primary,no,7727,yes,no,unknown,302,unknown,no
55,entrepreneur,married,secondary,no,204,no,no,cellular,455,unknown,no
28,blue-collar,divorced,unknown,no,101,yes,no,unknown,126,unknown,no
45,unemployed,divorced,secondary,no,728,yes,yes,cellular,107,unknown,no
45,entrepreneur,married,primary,no,2418,yes,no,unknown,120,unknown,no
51,management,married,tertiary,no,2934,yes,no,cellular,727,unknown,no
42,technician,single,secondary,no,0,yes,no,unknown,275,unknown,no
43,unknown,single,unknown,no,181,no,no,telephone,41,unknown,no
34,management,married,tertiary,no,176,no,no,cellular,61,unknown,no
36,blue-collar,married,primary,no,49,yes,no,cellular,232,other,no
37,blue-collar,married,secondary,no,2023,yes,no,cellular,214,unknown,no
50,blue-collar,married,secondary,no,372,yes,no,telephone,21,unknown,no
42,management,divorced,unknown,no,7702,no,no,cellular,138,unknown,yes
34,blue-collar,single,primary,no,464,yes,no,cellular,173,other,no
48,management,married,secondary,no,117,yes,no,cellular,635,unknown,no
47,admin.,married,secondary,no,104,yes,yes,cellular,77,unknown,no
40,management,married,tertiary,no,1041,yes,no,unknown,73,unknown,no
37,management,married,tertiary,no,539,no,no,cellular,540,failure,no
38,blue-collar,married,primary,no,0,yes,no,unknown,179,unknown,no
29,technician,single,tertiary,no,406,yes,no,cellular,119,unknown,no
46,blue-collar,married,primary,no,2558,yes,no,telephone,107,other,no
26,blue-collar,married,secondary,no,484,yes,no,unknown,48,unknown,no
30,services,single,tertiary,no,3516,yes,no,unknown,447,unknown,no
42,blue-collar,married,secondary,no,5639,yes,no,cellular,430,unknown,no
42,management,single,tertiary,no,100,no,no,cellular,64,unknown,no
31,admin.,single,secondary,no,1306,yes,no,unknown,217,unknown,no
37,management,single,tertiary,no,815,yes,no,cellular,77,unknown,no
26,blue-collar,married,secondary,no,245,yes,no,unknown,16,unknown,no
54,blue-collar,married,unknown,no,191,no,no,cellular,753,unknown,no
70,retired,married,secondary,no,2815,no,no,cellular,125,failure,no
29,self-employed,single,secondary,no,3672,yes,yes,unknown,1210,unknown,no
50,services,married,secondary,no,1572,yes,no,cellular,185,unknown,no
60,unemployed,divorced,secondary,no,385,yes,no,cellular,80,unknown,no
32,technician,single,secondary,no,29,no,no,cellular,156,unknown,no
32,technician,married,secondary,no,84,no,yes,cellular,403,unknown,no
34,self-employed,single,tertiary,no,876,yes,no,cellular,145,unknown,no
48,services,single,primary,no,1499,yes,no,cellular,17,unknown,no
25,student,married,tertiary,no,0,yes,no,cellular,160,unknown,no
32,management,married,secondary,no,6217,yes,yes,cellular,486,failure,no
32,blue-collar,married,primary,no,329,yes,no,cellular,321,unknown,no
47,admin.,divorced,secondary,no,162,yes,no,unknown,203,unknown,no
32,technician,married,unknown,no,14533,no,no,cellular,646,success,no
49,management,single,tertiary,no,151,yes,no,cellular,97,unknown,yes
53,services,married,secondary,no,-2,yes,yes,cellular,144,unknown,no
41,blue-collar,single,unknown,no,4684,no,no,unknown,30,unknown,no
47,management,divorced,tertiary,no,1149,no,yes,cellular,82,unknown,no
35,blue-collar,married,primary,no,11,yes,no,unknown,326,unknown,no
33,management,single,secondary,no,8004,no,no,cellular,414,unknown,no
49,blue-collar,married,primary,no,1019,yes,no,cellular,285,unknown,no
46,management,divorced,tertiary,no,1297,no,no,cellular,716,unknown,yes
29,management,divorced,tertiary,no,415,yes,yes,unknown,449,unknown,no
58,self-employed,married,primary,no,671,yes,no,unknown,16,unknown,no
40,admin.,single,secondary,no,2378,yes,no,unknown,65,unknown,no
34,management,married,tertiary,no,417,yes,no,cellular,138,unknown,no
60,retired,married,primary,no,71,no,no,cellular,121,unknown,no
43,management,married,tertiary,no,1188,no,no,cellular,140,unknown,no
50,blue-collar,married,primary,no,8139,yes,no,cellular,256,unknown,no
33,blue-collar,married,secondary,no,249,yes,no,cellular,61,unknown,no
37,blue-collar,married,primary,no,689,yes,no,cellular,367,unknown,no
55,self-employed,married,secondary,no,203,yes,no,telephone,9,other,no
45,blue-collar,single,primary,yes,-183,no,yes,cellular,395,unknown,no
47,blue-collar,married,primary,no,3451,no,yes,cellular,125,unknown,no
58,technician,married,secondary,no,116,no,no,unknown,580,unknown,no
36,services,married,secondary,no,1746,yes,no,cellular,15,failure,no
55,technician,married,secondary,no,0,yes,no,unknown,119,unknown,no
31,blue-collar,married,secondary,no,897,yes,no,unknown,26,unknown,no
38,technician,married,secondary,no,821,yes,yes,cellular,224,failure,no
42,blue-collar,married,secondary,no,130,yes,no,unknown,285,unknown,no
32,management,divorced,tertiary,no,1,yes,no,unknown,399,unknown,no
39,blue-collar,married,secondary,no,8,no,no,cellular,88,unknown,no
41,technician,married,secondary,no,55,yes,no,cellular,185,unknown,no
59,blue-collar,married,primary,no,699,no,no,cellular,98,failure,no
42,unemployed,divorced,secondary,no,759,no,no,cellular,97,failure,no
33,blue-collar,married,secondary,no,687,yes,no,cellular,72,failure,no
53,retired,married,secondary,no,4968,no,no,cellular,109,failure,no
43,blue-collar,married,primary,no,1211,yes,no,unknown,208,unknown,no
39,self-employed,single,tertiary,no,426,no,no,unknown,1029,unknown,yes
27,entrepreneur,single,secondary,no,376,yes,yes,cellular,273,unknown,no
39,management,married,tertiary,no,12,yes,no,unknown,130,unknown,no
27,blue-collar,single,secondary,no,23,no,no,cellular,590,unknown,no
33,admin.,married,secondary,no,353,yes,no,cellular,107,unknown,no
29,services,divorced,secondary,no,330,yes,no,unknown,88,unknown,no
33,management,divorced,tertiary,no,0,no,no,cellular,305,unknown,no
41,entrepreneur,married,secondary,no,353,no,no,cellular,90,unknown,no
38,technician,single,tertiary,no,2273,yes,no,cellular,222,unknown,no
30,management,married,tertiary,no,0,yes,no,cellular,127,unknown,no
58,unemployed,married,tertiary,no,744,no,no,telephone,38,unknown,no
37,services,single,secondary,no,608,no,no,cellular,380,unknown,no
36,admin.,divorced,secondary,no,356,yes,no,cellular,244,failure,no
45,blue-collar,married,primary,no,1291,yes,no,cellular,189,unknown,no
23,technician,single,secondary,no,-306,yes,no,unknown,217,unknown,no
53,blue-collar,married,primary,no,306,no,no,cellular,388,success,yes
44,blue-collar,married,primary,no,-312,yes,no,unknown,22,unknown,no
32,technician,single,secondary,no,493,no,no,cellular,289,unknown,no
32,management,married,tertiary,no,71,yes,no,cellular,221,unknown,no
38,admin.,married,tertiary,no,669,yes,yes,cellular,129,unknown,no
47,blue-collar,married,primary,no,556,yes,no,cellular,147,other,no
34,services,single,secondary,no,84,yes,no,unknown,299,unknown,no
52,services,married,secondary,no,108,yes,no,unknown,543,unknown,no
45,admin.,single,secondary,no,-11,yes,no,cellular,247,unknown,no
50,blue-collar,married,primary,no,1164,yes,no,unknown,166,unknown,no
52,blue-collar,divorced,primary,no,-191,yes,no,unknown,755,unknown,yes
37,blue-collar,married,secondary,no,132,no,no,unknown,336,unknown,no
51,blue-collar,married,secondary,no,2237,yes,no,unknown,619,unknown,no
32,management,married,tertiary,no,4761,yes,no,cellular,159,failure,no
33,blue-collar,married,secondary,no,-346,yes,yes,unknown,29,unknown,no
28,unemployed,married,secondary,no,655,yes,no,unknown,606,unknown,no
66,management,married,tertiary,no,1048,yes,no,cellular,971,unknown,no
31,services,single,secondary,no,0,yes,no,unknown,231,unknown,no
35,blue-collar,married,primary,no,624,yes,no,unknown,163,unknown,no
47,services,single,unknown,no,1784,no,no,cellular,385,unknown,yes
36,admin.,single,secondary,no,1281,no,no,telephone,119,unknown,no
32,technician,single,tertiary,no,569,no,yes,cellular,348,unknown,no
34,blue-collar,married,primary,no,1666,yes,no,unknown,30,unknown,no
40,admin.,married,secondary,no,168,yes,no,cellular,249,failure,no
33,self-employed,married,tertiary,no,263,no,no,cellular,119,unknown,no
39,blue-collar,married,secondary,no,-405,yes,no,cellular,177,unknown,no
38,self-employed,married,secondary,no,279,yes,no,unknown,110,unknown,no
