age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,y
39,management,married,primary,no,3760,no,yes,cellular,262,unknown,no
27,management,married,tertiary,no,342,yes,no,cellular,818,unknown,no
48,housemaid,married,primary,no,379,no,no,cellular,402,unknown,no
35,management,married,tertiary,no,0,no,no,cellular,127,unknown,no
48,technician,married,tertiary,no,658,yes,no,cellular,89,unknown,no
29,management,married,tertiary,no,727,yes,no,cellular,87,unknown,no
30,admin.,married,secondary,no,-44,yes,no,cellular,97,unknown,no
34,management,married,tertiary,no,3064,yes,no,cellular,324,unknown,no
35,admin.,divorced,secondary,no,20,no,yes,cellular,287,unknown,no
48,entrepreneur,married,tertiary,no,461,no,yes,cellular,284,unknown,no
32,management,married,secondary,no,14611,yes,no,cellular,67,unknown,no
43,blue-collar,married,secondary,no,833,no,no,cellular,156,unknown,no
51,management,married,tertiary,no,333,no,yes,cellular,234,unknown,no
34,services,divorced,secondary,no,797,yes,no,cellular,54,unknown,no
27,housemaid,married,secondary,yes,65,yes,yes,cellular,59,unknown,no
25,self-employed,single,tertiary,no,453,yes,no,cellular,134,unknown,no
57,services,married,primary,no,443,no,no,telephone,167,unknown,no
29,services,single,secondary,no,0,no,no,cellular,58,unknown,no
47,blue-collar,married,primary,no,840,no,yes,cellular,509,unknown,no
34,admin.,married,secondary,no,-191,yes,no,cellular,156,unknown,no
26,self-employed,single,tertiary,no,82,yes,no,cellular,200,unknown,no
35,unemployed,single,secondary,no,145,no,no,cellular,354,unknown,no
31,blue-collar,single,primary,no,528,yes,no,cellular,143,unknown,no
25,student,single,secondary,no,963,yes,no,cellular,28,unknown,no
31,management,single,tertiary,no,2336,no,no,cellular,224,unknown,no
55,management,single,tertiary,no,6507,yes,yes,cellular,109,unknown,no
32,blue-collar,single,secondary,no,118,yes,no,cellular,1275,unknown,yes
30,management,married,tertiary,no,931,no,no,cellular,1183,unknown,no
39,technician,married,secondary,no,251,yes,no,cellular,342,unknown,yes
28,blue-collar,married,secondary,no,379,no,yes,cellular,164,unknown,no
30,management,married,tertiary,no,248,no,no,cellular,692,unknown,no
46,technician,divorced,secondary,no,-154,yes,no,cellular,158,unknown,no
53,management,married,tertiary,no,1348,no,yes,cellular,120,unknown,no
25,services,married,secondary,no,10,yes,no,cellular,114,unknown,no
34,management,married,tertiary,no,4943,yes,no,cellular,118,unknown,no
58,services,married,secondary,no,553,no,yes,telephone,109,unknown,no
31,blue-collar,married,secondary,no,212,yes,yes,cellular,143,unknown,no
32,admin.,married,secondary,no,1031,yes,no,cellular,84,unknown,no
58,admin.,married,secondary,no,1813,yes,no,telephone,15,unknown,no
42,technician,married,secondary,no,782,yes,no,cellular,536,unknown,no
60,retired,divorced,tertiary,no,129,no,no,cellular,490,unknown,no
43,admin.,divorced,secondary,no,587,yes,no,cellular,282,unknown,no
31,blue-collar,divorced,secondary,no,-277,yes,no,telephone,1008,unknown,yes
52,management,married,tertiary,no,1564,yes,no,cellular,493,unknown,no
32,technician,married,tertiary,no,133,yes,no,cellular,421,unknown,no
27,blue-collar,married,secondary,no,1,yes,no,cellular,259,unknown,no
37,management,married,tertiary,no,50,no,yes,cellular,105,unknown,no
39,management,married,tertiary,no,0,yes,yes,cellular,301,unknown,no
30,services,divorced,secondary,no,21,no,no,cellular,49,unknown,no
31,services,single,secondary,no,2251,yes,yes,cellular,134,unknown,no
31,technician,married,tertiary,no,2951,yes,no,cellular,115,unknown,no
26,services,single,secondary,no,-189,no,yes,cellular,538,unknown,yes
47,management,married,unknown,no,555,yes,no,cellular,179,unknown,no
50,blue-collar,married,primary,no,216,yes,no,cellular,195,unknown,no
42,management,married,tertiary,no,4,yes,no,cellular,795,unknown,yes
59,admin.,married,secondary,no,-797,no,yes,cellular,225,unknown,no
32,technician,married,secondary,no,348,yes,no,cellular,926,unknown,yes
50,technician,divorced,tertiary,no,291,no,yes,cellular,219,unknown,no
29,technician,single,tertiary,no,406,yes,no,cellular,119,unknown,no
28,management,married,tertiary,no,3516,no,no,cellular,232,unknown,no
57,management,divorced,tertiary,no,429,yes,no,cellular,245,unknown,no
39,blue-collar,married,secondary,no,-99,no,no,cellular,260,unknown,no
39,services,divorced,secondary,no,282,yes,no,cellular,243,unknown,no
43,technician,married,tertiary,no,3530,yes,no,cellular,470,unknown,no
35,management,married,tertiary,no,489,yes,no,cellular,109,unknown,no
26,technician,single,secondary,no,603,no,yes,cellular,176,unknown,no
38,technician,divorced,secondary,no,1803,no,yes,cellular,172,unknown,no
36,management,married,tertiary,no,25,yes,no,cellular,393,unknown,no
33,management,single,tertiary,no,171,yes,no,cellular,71,unknown,no
31,management,married,secondary,no,-453,yes,yes,cellular,157,unknown,no
37,technician,married,secondary,no,101,no,no,cellular,130,unknown,no
29,blue-collar,single,secondary,no,-61,no,no,cellular,270,unknown,no
35,management,single,secondary,no,138,yes,yes,cellular,79,unknown,no
34,services,married,secondary,no,9,yes,no,cellular,655,unknown,no
35,blue-collar,married,primary,no,-35,yes,no,cellular,123,unknown,no
45,services,single,secondary,no,71,yes,no,cellular,479,unknown,no
38,technician,married,secondary,no,37,no,no,cellular,96,unknown,no
27,admin.,single,unknown,no,5,yes,no,cellular,225,unknown,no
34,management,married,tertiary,no,11,yes,no,cellular,654,unknown,no
36,blue-collar,married,secondary,no,2894,yes,no,cellular,747,unknown,no
32,management,divorced,tertiary,no,12,no,no,cellular,321,unknown,no
57,admin.,married,unknown,no,17,no,no,cellular,54,unknown,no
41,management,married,tertiary,no,49,yes,no,cellular,312,unknown,no
27,services,single,secondary,no,1820,yes,no,cellular,1027,unknown,yes
34,management,single,tertiary,no,1396,yes,no,cellular,630,unknown,no
29,blue-collar,single,secondary,no,28,no,no,cellular,360,unknown,no
43,blue-collar,married,primary,no,255,yes,no,cellular,180,unknown,no
49,blue-collar,married,secondary,no,825,yes,no,cellular,22,unknown,no
39,management,married,secondary,no,363,yes,yes,cellular,184,unknown,no
28,management,single,tertiary,no,416,yes,yes,cellular,345,unknown,no
34,management,single,secondary,no,1360,yes,no,cellular,506,unknown,no
38,technician,married,secondary,no,922,yes,yes,cellular,388,unknown,no
59,retired,married,tertiary,no,6108,yes,no,cellular,796,unknown,no
52,blue-collar,married,primary,no,336,no,yes,telephone,381,unknown,no
31,services,married,secondary,no,-30,yes,yes,cellular,804,unknown,no
45,technician,married,secondary,no,1081,yes,no,cellular,127,unknown,no
41,services,married,primary,no,0,yes,no,cellular,18,unknown,no
32,services,married,secondary,no,1844,yes,yes,cellular,168,unknown,no
29,services,single,secondary,no,37,no,yes,cellular,309,unknown,no
34,management,married,tertiary,no,1784,yes,no,cellular,43,unknown,no
41,unemployed,divorced,secondary,no,142,yes,no,cellular,353,unknown,no
29,admin.,married,secondary,no,453,yes,no,cellular,384,unknown,no
32,technician,married,tertiary,no,231,yes,no,cellular,177,unknown,no
50,blue-collar,married,secondary,no,84,yes,no,cellular,18,unknown,no
44,services,divorced,secondary,no,0,no,yes,cellular,275,unknown,no
33,services,married,secondary,no,70,no,no,cellular,378,unknown,no
30,management,single,tertiary,no,1289,no,no,cellular,489,unknown,no
34,admin.,married,tertiary,no,1,yes,no,cellular,54,unknown,no
57,management,married,primary,no,2538,no,yes,telephone,485,unknown,no
33,self-employed,divorced,secondary,no,1904,yes,no,cellular,1584,unknown,yes
33,management,married,secondary,no,94,yes,no,cellular,62,unknown,no
29,management,married,tertiary,no,1,yes,no,cellular,695,unknown,no
32,management,single,secondary,no,0,yes,no,cellular,139,unknown,no
51,blue-collar,married,primary,no,201,yes,no,cellular,582,unknown,yes
33,admin.,married,secondary,no,0,yes,no,telephone,1448,unknown,yes
54,technician,married,primary,no,-1818,yes,no,cellular,271,unknown,no
32,blue-collar,married,primary,no,2456,yes,no,cellular,1151,unknown,no
49,blue-collar,married,secondary,no,388,no,no,telephone,265,unknown,no
38,blue-collar,single,secondary,no,2707,yes,no,cellular,120,unknown,no
42,blue-collar,married,secondary,no,600,no,no,cellular,277,unknown,no
40,technician,married,tertiary,no,0,yes,no,cellular,383,unknown,no
48,management,divorced,tertiary,no,0,no,no,cellular,186,unknown,no
35,technician,married,secondary,no,-67,yes,no,cellular,160,unknown,no
42,unemployed,divorced,primary,no,1699,no,yes,cellular,207,unknown,no
35,services,married,secondary,no,-138,yes,no,telephone,197,unknown,no
36,self-employed,married,tertiary,no,254,yes,no,telephone,202,unknown,no
30,technician,single,tertiary,no,178,no,no,cellular,656,unknown,yes
40,self-employed,married,tertiary,no,355,yes,no,cellular,1390,unknown,no
50,housemaid,married,tertiary,no,1005,no,no,cellular,188,unknown,no
31,blue-collar,married,unknown,no,-120,yes,no,cellular,231,unknown,no
32,management,married,tertiary,no,820,yes,no,cellular,738,unknown,no
27,entrepreneur,single,secondary,no,2,yes,no,cellular,25,unknown,no
29,management,married,tertiary,no,51,yes,no,cellular,1319,unknown,yes
42,entrepreneur,single,primary,no,388,no,yes,cellular,606,unknown,no
53,retired,divorced,secondary,no,-477,no,no,cellular,235,unknown,no
30,blue-collar,married,primary,no,135,yes,no,telephone,268,unknown,no
57,admin.,married,primary,no,215,yes,yes,cellular,210,unknown,no
29,management,married,tertiary,no,900,no,no,cellular,275,unknown,no
54,blue-collar,married,primary,no,1298,no,no,telephone,304,unknown,no
26,self-employed,married,tertiary,no,10005,yes,no,cellular,84,unknown,no
29,technician,married,tertiary,no,1337,yes,no,cellular,125,unknown,no
35,blue-collar,married,tertiary,no,1016,yes,no,cellular,294,unknown,no
36,management,married,tertiary,no,708,yes,no,cellular,59,unknown,no
36,management,divorced,tertiary,no,210,yes,no,cellular,182,unknown,no
51,services,married,secondary,no,2904,yes,no,cellular,410,unknown,no
50,blue-collar,married,secondary,no,19,no,no,cellular,209,unknown,no
52,housemaid,married,primary,no,3798,yes,no,cellular,1208,unknown,yes
41,technician,married,secondary,no,-508,yes,yes,telephone,124,unknown,no
31,management,married,tertiary,no,2,yes,no,cellular,234,unknown,no
42,self-employed,divorced,secondary,no,484,yes,no,cellular,277,unknown,no
45,blue-collar,married,secondary,no,392,yes,no,cellular,80,unknown,no
26,admin.,married,secondary,no,5231,no,yes,cellular,222,unknown,no
45,services,married,secondary,no,307,no,yes,cellular,147,unknown,no
50,technician,single,secondary,no,246,yes,no,cellular,174,unknown,no
42,blue-collar,divorced,primary,no,301,yes,no,cellular,1175,unknown,yes
56,housemaid,divorced,primary,no,864,no,no,telephone,46,unknown,no
31,management,divorced,tertiary,no,294,yes,no,cellular,536,unknown,yes
26,student,single,tertiary,yes,47,no,yes,cellular,257,unknown,no
40,management,married,secondary,no,0,yes,no,cellular,728,unknown,no
40,self-employed,married,tertiary,no,2977,yes,no,cellular,1018,unknown,no
34,unemployed,married,secondary,no,2126,yes,no,cellular,215,unknown,no
40,blue-collar,divorced,secondary,no,393,yes,yes,cellular,291,unknown,no
36,admin.,married,secondary,no,1314,yes,no,cellular,330,unknown,no
34,management,married,tertiary,no,118,no,yes,telephone,171,unknown,no
29,technician,married,tertiary,no,1413,yes,no,cellular,170,unknown,no
59,blue-collar,married,primary,no,-365,yes,no,cellular,408,unknown,no
54,management,married,tertiary,no,364,yes,no,cellular,301,unknown,no
30,management,married,tertiary,no,101,yes,no,cellular,88,unknown,no
53,admin.,single,primary,no,0,yes,no,cellular,155,unknown,no
54,self-employed,married,tertiary,no,269,yes,no,cellular,81,unknown,no
40,management,married,tertiary,no,-117,yes,no,cellular,770,unknown,no
29,services,married,secondary,no,23,no,no,cellular,57,unknown,no
27,services,married,secondary,no,0,yes,no,cellular,991,unknown,yes
60,retired,married,secondary,no,-222,no,no,cellular,82,unknown,no
50,technician,divorced,secondary,no,8016,no,no,cellular,903,unknown,no
56,management,married,tertiary,no,171,no,yes,telephone,610,unknown,no
40,technician,married,secondary,no,500,yes,no,cellular,175,unknown,no
41,management,divorced,tertiary,no,107,yes,no,cellular,122,unknown,no
45,management,divorced,secondary,no,0,no,no,cellular,395,unknown,no
58,technician,married,tertiary,no,1692,yes,no,telephone,517,unknown,no
27,blue-collar,married,secondary,no,0,yes,no,cellular,444,unknown,no
45,management,single,tertiary,no,871,no,no,cellular,230,unknown,no
30,blue-collar,married,primary,no,-199,yes,yes,telephone,207,unknown,no
43,admin.,married,secondary,no,0,yes,no,cellular,674,unknown,no
29,services,married,secondary,no,3220,no,no,cellular,172,unknown,no
38,services,married,primary,yes,1,yes,no,cellular,169,unknown,no
27,student,single,secondary,no,24,yes,no,cellular,320,unknown,no
27,blue-collar,divorced,unknown,no,2323,yes,no,cellular,153,unknown,no
47,technician,married,secondary,no,1059,yes,no,cellular,154,unknown,no
49,housemaid,married,primary,no,0,yes,no,cellular,51,unknown,no
35,admin.,married,secondary,no,449,yes,no,cellular,43,unknown,no
29,unemployed,married,secondary,no,-25,yes,no,cellular,143,unknown,no
35,housemaid,married,tertiary,no,20,yes,yes,cellular,505,unknown,no
56,retired,divorced,secondary,no,212,no,yes,telephone,27,unknown,no
34,blue-collar,married,primary,no,151,yes,no,cellular,546,unknown,no
37,management,married,tertiary,yes,0,no,no,cellular,91,unknown,no
34,services,married,secondary,no,0,yes,no,cellular,75,unknown,no
44,blue-collar,single,secondary,no,292,no,yes,cellular,1153,unknown,yes
28,technician,married,tertiary,no,858,yes,no,cellular,602,unknown,no
31,services,married,secondary,no,71,yes,no,cellular,740,unknown,no
57,management,divorced,tertiary,no,2549,no,no,cellular,193,unknown,no
47,admin.,married,secondary,no,1808,no,yes,cellular,125,unknown,no
52,housemaid,married,primary,no,994,no,no,cellular,188,unknown,no
55,housemaid,married,primary,no,0,yes,no,cellular,1303,unknown,yes
29,technician,married,tertiary,no,1535,yes,no,cellular,134,unknown,no
41,management,single,tertiary,no,0,yes,no,cellular,509,unknown,no
36,blue-collar,single,secondary,no,641,yes,no,cellular,735,unknown,no
54,blue-collar,single,secondary,no,40,yes,no,cellular,172,unknown,no
34,blue-collar,single,secondary,no,39,no,no,cellular,138,unknown,no
28,admin.,single,secondary,no,-39,no,yes,cellular,64,unknown,no
33,admin.,single,secondary,no,92,no,no,cellular,157,unknown,no
31,services,married,secondary,no,1670,no,no,cellular,185,unknown,no
40,technician,married,tertiary,no,5152,yes,yes,cellular,121,unknown,no
49,management,divorced,tertiary,no,100,yes,yes,cellular,156,unknown,no
34,management,single,tertiary,no,21,yes,no,cellular,74,unknown,no
31,blue-collar,married,secondary,no,64,yes,no,cellular,302,unknown,no
45,services,married,secondary,yes,144,no,no,cellular,95,unknown,no
46,blue-collar,divorced,secondary,no,709,yes,no,cellular,100,unknown,no
33,management,married,tertiary,no,3,yes,no,cellular,163,unknown,no
34,entrepreneur,married,secondary,no,393,yes,no,cellular,172,unknown,no
40,entrepreneur,divorced,secondary,no,2998,yes,no,cellular,623,unknown,yes
54,technician,single,tertiary,no,467,yes,no,cellular,674,unknown,yes
43,management,single,secondary,yes,-1164,yes,yes,cellular,76,unknown,no
46,housemaid,divorced,primary,no,2084,yes,no,cellular,1081,unknown,yes
42,admin.,married,secondary,no,976,yes,no,cellular,69,unknown,no
34,technician,married,secondary,no,652,yes,yes,cellular,50,unknown,no
46,self-employed,married,secondary,no,567,no,no,cellular,142,unknown,no
60,retired,divorced,secondary,no,0,no,no,cellular,91,unknown,no
43,management,married,unknown,no,624,yes,no,cellular,400,unknown,no
51,blue-collar,married,secondary,no,598,yes,no,telephone,53,unknown,no
31,admin.,single,tertiary,no,98,no,yes,cellular,85,unknown,no
52,technician,divorced,tertiary,no,0,no,no,cellular,454,unknown,no
43,management,married,tertiary,no,1050,yes,yes,cellular,67,unknown,no
35,admin.,single,secondary,no,111,yes,no,cellular,127,unknown,no
45,management,married,tertiary,no,-191,yes,no,cellular,178,unknown,no
51,technician,married,secondary,no,428,no,yes,cellular,145,unknown,no
32,admin.,married,secondary,no,280,yes,no,cellular,59,unknown,no
34,management,married,tertiary,no,1602,yes,no,cellular,287,unknown,no
58,blue-collar,divorced,primary,no,474,yes,yes,cellular,85,unknown,no
52,technician,married,secondary,no,2102,yes,no,cellular,292,unknown,no
46,entrepreneur,married,secondary,no,0,no,yes,cellular,115,unknown,no
